,film_id,title,release_year,rental_duration,rental_rate,length,replacement_cost,rating,special_features,language,amount,count_payment,category_count,actor_count
208,209,DARKNESS WAR,2006,6,2.99,99,24.99,NC-17,"Deleted Scenes,Behind the Scenes",English             ,48.87,13,1,2.0
209,210,DARKO DORADO,2006,3,4.99,130,13.99,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,82.89,11,1,4.0
210,211,DARLING BREAKING,2006,7,4.99,165,20.99,PG-13,"Commentaries,Behind the Scenes",English             ,49.91,9,1,2.0
211,212,DARN FORRESTER,2006,7,4.99,185,14.99,G,Deleted Scenes,English             ,93.82,18,1,9.0
212,213,DATE SPEED,2006,4,0.99,104,19.99,R,Commentaries,English             ,45.87,13,1,4.0
213,214,DAUGHTER MADIGAN,2006,3,4.99,59,13.99,PG-13,Trailers,English             ,69.91,9,1,4.0
214,215,DAWN POND,2006,4,4.99,57,27.99,PG,"Trailers,Deleted Scenes,Behind the Scenes",English             ,128.82,18,1,6.0
215,216,DAY UNFAITHFUL,2006,3,4.99,113,16.99,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,109.86,14,1,5.0
216,217,DAZED PUNK,2006,6,4.99,120,20.99,G,"Commentaries,Deleted Scenes",English             ,,0,1,6.0
217,218,DECEIVER BETRAYED,2006,7,0.99,122,22.99,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,25.79,21,1,4.0
218,219,DEEP CRUSADE,2006,6,4.99,51,20.99,PG-13,"Commentaries,Behind the Scenes",English             ,80.86,14,1,7.0
219,220,DEER VIRGINIAN,2006,7,2.99,106,13.99,NC-17,Deleted Scenes,English             ,96.72,29,1,3.0
220,221,DELIVERANCE MULHOLLAND,2006,4,0.99,100,9.99,R,Deleted Scenes,English             ,,0,1,3.0
221,222,DESERT POSEIDON,2006,4,4.99,64,27.99,R,"Trailers,Behind the Scenes",English             ,118.81,19,1,5.0
222,223,DESIRE ALIEN,2006,7,2.99,76,24.99,NC-17,Deleted Scenes,English             ,25.92,8,1,7.0
223,224,DESPERATE TRAINSPOTTING,2006,7,4.99,81,29.99,G,Deleted Scenes,English             ,31.94,6,1,4.0
224,225,DESTINATION JERK,2006,3,0.99,76,19.99,PG-13,"Trailers,Commentaries,Behind the Scenes",English             ,31.92,8,1,3.0
225,226,DESTINY SATURDAY,2006,4,4.99,56,20.99,G,"Trailers,Commentaries,Behind the Scenes",English             ,96.84,16,1,7.0
226,227,DETAILS PACKER,2006,4,4.99,88,17.99,R,"Commentaries,Deleted Scenes",English             ,133.81,19,1,2.0
227,228,DETECTIVE VISION,2006,4,0.99,143,16.99,PG-13,"Trailers,Commentaries,Behind the Scenes",English             ,68.73,27,1,3.0
228,229,DEVIL DESIRE,2006,6,4.99,87,12.99,R,"Trailers,Behind the Scenes",English             ,83.85,15,1,5.0
229,230,DIARY PANIC,2006,7,2.99,107,20.99,G,"Commentaries,Behind the Scenes",English             ,27.91,9,1,4.0
230,231,DINOSAUR SECRETARY,2006,7,2.99,63,27.99,R,"Trailers,Behind the Scenes",English             ,70.8,20,1,6.0
231,232,DIRTY ACE,2006,7,2.99,147,29.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,55.85,15,1,5.0
232,233,DISCIPLE MOTHER,2006,3,0.99,141,17.99,PG,"Trailers,Deleted Scenes,Behind the Scenes",English             ,41.81,19,1,7.0
233,234,DISTURBING SCARFACE,2006,6,2.99,94,27.99,R,"Trailers,Behind the Scenes",English             ,89.74,26,1,4.0
234,235,DIVIDE MONSTER,2006,6,2.99,68,13.99,PG-13,"Trailers,Commentaries",English             ,67.79,21,1,6.0
235,236,DIVINE RESURRECTION,2006,4,2.99,100,19.99,R,"Trailers,Commentaries",English             ,64.85,15,1,5.0
236,237,DIVORCE SHINING,2006,3,2.99,47,21.99,G,"Trailers,Commentaries,Deleted Scenes",English             ,33.93,7,1,6.0
237,238,DOCTOR GRAIL,2006,4,2.99,57,29.99,G,"Trailers,Commentaries,Behind the Scenes",English             ,34.93,7,1,6.0
238,239,DOGMA FAMILY,2006,5,4.99,122,16.99,G,Commentaries,English             ,178.7,30,1,7.0
239,240,DOLLS RAGE,2006,7,2.99,120,10.99,PG-13,"Commentaries,Deleted Scenes",English             ,30.91,9,1,1.0
240,241,DONNIE ALLEY,2006,4,0.99,125,20.99,NC-17,"Trailers,Commentaries,Behind the Scenes",English             ,35.86,14,1,7.0
241,242,DOOM DANCING,2006,4,0.99,68,13.99,R,"Trailers,Commentaries",English             ,73.79,21,1,8.0
242,243,DOORS PRESIDENT,2006,3,4.99,49,22.99,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,123.81,19,1,9.0
243,244,DORADO NOTTING,2006,5,4.99,139,26.99,NC-17,Commentaries,English             ,176.73,27,1,4.0
244,245,DOUBLE WRATH,2006,4,0.99,177,28.99,R,"Trailers,Deleted Scenes,Behind the Scenes",English             ,74.75,25,1,8.0
245,246,DOUBTFIRE LABYRINTH,2006,5,4.99,154,16.99,R,"Deleted Scenes,Behind the Scenes",English             ,57.9,10,1,5.0
246,247,DOWNHILL ENOUGH,2006,3,0.99,47,19.99,G,"Trailers,Commentaries,Deleted Scenes",English             ,84.75,25,1,4.0
247,248,DOZEN LION,2006,6,4.99,177,20.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,36.93,7,1,6.0
248,249,DRACULA CRYSTAL,2006,7,0.99,176,26.99,G,Commentaries,English             ,24.79,21,1,13.0
249,250,DRAGON SQUAD,2006,4,0.99,170,26.99,NC-17,"Deleted Scenes,Behind the Scenes",English             ,27.89,11,1,8.0
250,251,DRAGONFLY STRANGERS,2006,6,4.99,133,19.99,NC-17,"Trailers,Behind the Scenes",English             ,103.82,18,1,3.0
251,252,DREAM PICKUP,2006,6,2.99,135,18.99,PG,"Trailers,Commentaries,Behind the Scenes",English             ,81.78,22,1,4.0
252,253,DRIFTER COMMANDMENTS,2006,5,4.99,61,18.99,PG-13,"Trailers,Behind the Scenes",English             ,141.76,24,1,7.0
253,254,DRIVER ANNIE,2006,4,2.99,159,11.99,PG-13,"Trailers,Deleted Scenes,Behind the Scenes",English             ,69.82,18,1,8.0
254,292,EXCITEMENT EVE,2006,3,0.99,51,20.99,G,Commentaries,English             ,67.79,21,1,8.0
255,255,DRIVING POLISH,2006,6,4.99,175,21.99,NC-17,"Trailers,Deleted Scenes",English             ,115.79,21,1,7.0
256,256,DROP WATERFRONT,2006,6,4.99,178,20.99,R,"Trailers,Commentaries",English             ,48.91,9,1,8.0
257,257,DRUMLINE CYCLONE,2006,3,0.99,110,14.99,G,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,38.89,11,1,
258,258,DRUMS DYNAMITE,2006,6,0.99,96,11.99,PG,Trailers,English             ,24.87,13,1,7.0
259,259,DUCK RACER,2006,4,2.99,116,15.99,NC-17,Behind the Scenes,English             ,23.94,6,1,2.0
260,260,DUDE BLINDNESS,2006,3,4.99,132,9.99,G,"Trailers,Deleted Scenes",English             ,110.84,16,1,7.0
261,261,DUFFEL APOCALYPSE,2006,5,0.99,171,13.99,G,Commentaries,English             ,6.93,7,1,3.0
262,262,DUMBO LUST,2006,5,0.99,119,17.99,NC-17,Behind the Scenes,English             ,13.94,6,1,9.0
263,263,DURHAM PANKY,2006,6,4.99,154,14.99,R,"Trailers,Commentaries",English             ,144.74,26,1,9.0
264,264,DWARFS ALTER,2006,6,2.99,101,13.99,G,"Commentaries,Deleted Scenes",English             ,31.91,9,1,1.0
265,265,DYING MAKER,2006,5,4.99,168,28.99,PG,Behind the Scenes,English             ,93.83,17,1,2.0
266,266,DYNAMITE TARZAN,2006,4,0.99,141,27.99,PG-13,Deleted Scenes,English             ,62.75,25,1,5.0
267,267,EAGLES PANKY,2006,4,4.99,140,14.99,NC-17,"Trailers,Commentaries,Behind the Scenes",English             ,152.78,22,1,6.0
268,268,EARLY HOME,2006,6,4.99,96,27.99,NC-17,"Trailers,Commentaries,Behind the Scenes",English             ,41.93,7,1,6.0
269,269,EARRING INSTINCT,2006,3,0.99,98,22.99,R,Behind the Scenes,English             ,62.81,19,1,5.0
270,270,EARTH VISION,2006,7,0.99,85,29.99,NC-17,"Trailers,Commentaries,Deleted Scenes",English             ,34.77,23,1,3.0
271,271,EASY GLADIATOR,2006,5,4.99,148,12.99,G,"Trailers,Commentaries,Behind the Scenes",English             ,150.77,23,1,3.0
272,272,EDGE KISSING,2006,5,4.99,153,9.99,NC-17,Deleted Scenes,English             ,92.85,15,1,3.0
273,273,EFFECT GLADIATOR,2006,6,0.99,107,14.99,PG,Commentaries,English             ,53.75,25,1,7.0
274,274,EGG IGBY,2006,4,2.99,67,20.99,PG,"Commentaries,Behind the Scenes",English             ,105.79,21,1,5.0
275,275,EGYPT TENENBAUMS,2006,3,0.99,85,11.99,PG,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,72.83,17,1,5.0
276,276,ELEMENT FREDDY,2006,6,4.99,115,28.99,NC-17,"Commentaries,Behind the Scenes",English             ,56.9,10,1,4.0
277,277,ELEPHANT TROJAN,2006,4,4.99,126,24.99,PG-13,Behind the Scenes,English             ,89.86,14,1,5.0
278,278,ELF MURDER,2006,4,4.99,155,19.99,NC-17,"Trailers,Commentaries,Behind the Scenes",English             ,39.93,7,1,5.0
279,279,ELIZABETH SHANE,2006,7,4.99,152,11.99,NC-17,"Trailers,Deleted Scenes,Behind the Scenes",English             ,51.9,10,1,3.0
280,280,EMPIRE MALKOVICH,2006,7,0.99,177,26.99,G,Deleted Scenes,English             ,30.79,21,1,9.0
281,281,ENCINO ELF,2006,6,0.99,143,9.99,G,"Trailers,Behind the Scenes",English             ,27.81,19,1,6.0
282,282,ENCOUNTERS CURTAIN,2006,5,0.99,92,20.99,NC-17,Trailers,English             ,39.81,19,1,4.0
283,283,ENDING CROWDS,2006,6,0.99,85,10.99,NC-17,"Commentaries,Behind the Scenes",English             ,18.89,11,1,5.0
284,284,ENEMY ODDS,2006,5,4.99,77,23.99,NC-17,Trailers,English             ,180.71,29,1,4.0
285,285,ENGLISH BULWORTH,2006,3,0.99,51,18.99,PG-13,Deleted Scenes,English             ,103.7,30,1,5.0
286,286,ENOUGH RAGING,2006,7,2.99,158,16.99,NC-17,Commentaries,English             ,57.82,18,1,9.0
287,287,ENTRAPMENT SATISFACTION,2006,5,0.99,176,19.99,R,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,47.85,15,1,4.0
288,288,ESCAPE METROPOLIS,2006,7,2.99,167,20.99,R,Trailers,English             ,80.75,25,1,4.0
289,289,EVE RESURRECTION,2006,5,4.99,66,25.99,G,"Trailers,Commentaries,Deleted Scenes",English             ,40.93,7,1,6.0
290,290,EVERYONE CRAFT,2006,4,0.99,163,29.99,PG,"Trailers,Commentaries",English             ,24.87,13,1,5.0
291,291,EVOLUTION ALTER,2006,5,0.99,174,10.99,PG-13,Behind the Scenes,English             ,26.88,12,1,6.0
292,293,EXORCIST STING,2006,6,2.99,167,17.99,G,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,52.87,13,1,5.0
293,294,EXPECATIONS NATURAL,2006,5,4.99,138,26.99,PG-13,Deleted Scenes,English             ,110.82,18,1,3.0
294,295,EXPENDABLE STALLION,2006,3,0.99,97,14.99,PG,"Trailers,Behind the Scenes",English             ,97.72,28,1,4.0
295,296,EXPRESS LONELY,2006,5,2.99,178,23.99,R,Trailers,English             ,49.87,13,1,8.0
296,297,EXTRAORDINARY CONQUERER,2006,6,2.99,122,29.99,G,"Trailers,Commentaries,Deleted Scenes",English             ,22.94,6,1,7.0
297,298,EYES DRIVING,2006,4,2.99,172,13.99,PG-13,"Trailers,Commentaries",English             ,83.81,19,1,5.0
298,299,FACTORY DRAGON,2006,4,0.99,144,9.99,PG-13,"Trailers,Commentaries,Deleted Scenes",English             ,32.83,17,1,6.0
299,300,FALCON VOLUME,2006,5,4.99,102,21.99,PG-13,"Commentaries,Behind the Scenes",English             ,127.77,22,1,4.0
300,301,FAMILY SWEET,2006,4,0.99,155,24.99,R,Trailers,English             ,70.7,29,1,9.0
301,302,FANTASIA PARK,2006,5,2.99,131,29.99,G,Commentaries,English             ,73.81,19,1,3.0
302,303,FANTASY TROOPERS,2006,6,0.99,58,27.99,PG-13,Behind the Scenes,English             ,45.74,26,1,9.0
303,304,FARGO GANDHI,2006,3,2.99,130,28.99,G,Deleted Scenes,English             ,111.76,24,1,5.0
304,305,FATAL HAUNTED,2006,6,2.99,91,24.99,PG,"Trailers,Behind the Scenes",English             ,107.72,28,1,6.0
305,306,FEATHERS METAL,2006,3,0.99,104,12.99,PG-13,"Trailers,Deleted Scenes",English             ,41.89,11,1,9.0
306,307,FELLOWSHIP AUTUMN,2006,6,4.99,77,9.99,NC-17,"Deleted Scenes,Behind the Scenes",English             ,149.74,26,1,7.0
307,308,FERRIS MOTHER,2006,3,2.99,142,13.99,PG,"Trailers,Deleted Scenes,Behind the Scenes",English             ,79.83,17,1,1.0
308,309,FEUD FROGMEN,2006,6,0.99,98,29.99,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,39.75,25,1,4.0
309,310,FEVER EMPIRE,2006,5,4.99,158,20.99,R,"Commentaries,Deleted Scenes",English             ,33.95,5,1,3.0
310,311,FICTION CHRISTMAS,2006,4,0.99,72,14.99,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,58.81,19,1,8.0
311,312,FIDDLER LOST,2006,4,4.99,75,20.99,R,"Deleted Scenes,Behind the Scenes",English             ,64.9,10,1,11.0
312,313,FIDELITY DEVIL,2006,5,4.99,118,11.99,G,"Trailers,Deleted Scenes,Behind the Scenes",English             ,138.79,21,1,4.0
313,314,FIGHT JAWBREAKER,2006,3,0.99,91,13.99,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,59.78,22,1,3.0
314,315,FINDING ANACONDA,2006,4,0.99,156,10.99,R,"Trailers,Commentaries",English             ,28.88,12,1,5.0
315,316,FIRE WOLVES,2006,5,4.99,173,18.99,R,Trailers,English             ,39.93,7,1,5.0
316,317,FIREBALL PHILADELPHIA,2006,4,0.99,148,25.99,PG,"Trailers,Commentaries,Behind the Scenes",English             ,60.79,21,1,5.0
317,318,FIREHOUSE VIETNAM,2006,7,0.99,103,14.99,G,"Commentaries,Deleted Scenes",English             ,,0,1,5.0
318,319,FISH OPUS,2006,4,2.99,125,22.99,R,"Trailers,Deleted Scenes,Behind the Scenes",English             ,108.75,25,1,2.0
319,320,FLAMINGOS CONNECTICUT,2006,4,4.99,80,28.99,PG-13,Trailers,English             ,139.77,23,1,9.0
320,321,FLASH WARS,2006,3,4.99,123,21.99,NC-17,"Trailers,Commentaries,Behind the Scenes",English             ,92.87,13,1,7.0
321,322,FLATLINERS KILLER,2006,5,2.99,100,29.99,G,"Trailers,Commentaries,Deleted Scenes",English             ,90.78,22,1,9.0
322,323,FLIGHT LIES,2006,7,4.99,179,22.99,R,Trailers,English             ,68.88,12,1,
323,324,FLINTSTONES HAPPINESS,2006,3,4.99,148,11.99,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,134.83,17,1,4.0
324,325,FLOATS GARDEN,2006,6,2.99,145,29.99,PG-13,"Trailers,Commentaries,Behind the Scenes",English             ,,0,1,5.0
325,326,FLYING HOOK,2006,6,2.99,69,18.99,NC-17,"Trailers,Commentaries,Behind the Scenes",English             ,83.8,20,1,8.0
326,327,FOOL MOCKINGBIRD,2006,3,4.99,158,24.99,PG,"Trailers,Commentaries",English             ,175.77,23,1,2.0
327,328,FOREVER CANDIDATE,2006,7,2.99,131,28.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,43.87,13,1,1.0
328,329,FORREST SONS,2006,4,2.99,63,15.99,R,Commentaries,English             ,87.82,18,1,5.0
329,330,FORRESTER COMANCHEROS,2006,7,4.99,112,22.99,NC-17,"Trailers,Behind the Scenes",English             ,146.73,27,1,3.0
330,331,FORWARD TEMPLE,2006,6,2.99,90,25.99,NC-17,"Trailers,Commentaries,Behind the Scenes",English             ,128.68,32,1,3.0
331,332,FRANKENSTEIN STRANGER,2006,7,0.99,159,16.99,NC-17,"Deleted Scenes,Behind the Scenes",English             ,,0,1,2.0
332,333,FREAKY POCUS,2006,7,2.99,126,16.99,R,"Trailers,Behind the Scenes",English             ,52.83,17,1,5.0
333,334,FREDDY STORM,2006,6,4.99,65,21.99,NC-17,"Trailers,Commentaries,Behind the Scenes",English             ,126.77,23,1,3.0
334,335,FREEDOM CLEOPATRA,2006,5,0.99,133,23.99,PG-13,"Trailers,Commentaries,Behind the Scenes",English             ,5.95,5,1,5.0
335,336,FRENCH HOLIDAY,2006,5,4.99,99,22.99,PG,Behind the Scenes,English             ,102.83,17,1,7.0
336,337,FRIDA SLIPPER,2006,6,2.99,73,11.99,R,"Trailers,Deleted Scenes",English             ,40.9,11,1,5.0
337,338,FRISCO FORREST,2006,6,4.99,51,23.99,PG,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,53.91,9,1,9.0
338,339,FROGMEN BREAKING,2006,5,0.99,111,17.99,R,"Trailers,Deleted Scenes,Behind the Scenes",English             ,16.9,10,1,6.0
339,340,FRONTIER CABIN,2006,6,4.99,183,14.99,PG-13,"Commentaries,Deleted Scenes",English             ,35.94,6,1,6.0
340,341,FROST HEAD,2006,5,0.99,82,13.99,PG,"Trailers,Deleted Scenes",English             ,76.7,30,1,7.0
341,342,FUGITIVE MAGUIRE,2006,7,4.99,83,28.99,R,"Trailers,Commentaries,Deleted Scenes",English             ,56.89,11,1,11.0
342,343,FULL FLATLINERS,2006,6,2.99,94,14.99,PG,"Trailers,Deleted Scenes",English             ,16.95,5,1,6.0
343,344,FURY MURDER,2006,3,0.99,178,28.99,PG-13,Deleted Scenes,English             ,63.81,19,1,4.0
344,345,GABLES METROPOLIS,2006,3,0.99,161,17.99,PG,"Trailers,Commentaries",English             ,57.81,19,1,8.0
345,346,GALAXY SWEETHEARTS,2006,4,4.99,128,13.99,R,Deleted Scenes,English             ,115.82,18,1,3.0
346,347,GAMES BOWFINGER,2006,7,4.99,119,17.99,PG-13,Behind the Scenes,English             ,72.86,14,1,8.0
347,348,GANDHI KWAI,2006,7,0.99,86,9.99,PG-13,Trailers,English             ,22.83,17,1,8.0
348,349,GANGS PRIDE,2006,4,2.99,185,27.99,PG-13,Behind the Scenes,English             ,112.73,27,1,4.0
349,350,GARDEN ISLAND,2006,3,4.99,80,21.99,G,"Trailers,Behind the Scenes",English             ,144.8,20,1,3.0
350,351,GASLIGHT CRUSADE,2006,4,2.99,106,10.99,PG,"Trailers,Deleted Scenes",English             ,62.84,16,1,5.0
351,352,GATHERING CALENDAR,2006,4,0.99,176,22.99,PG-13,"Commentaries,Behind the Scenes",English             ,24.89,11,1,3.0
352,353,GENTLEMEN STAGE,2006,6,2.99,125,22.99,NC-17,"Commentaries,Deleted Scenes",English             ,81.77,23,1,8.0
353,354,GHOST GROUNDHOG,2006,6,4.99,85,18.99,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,119.79,21,1,5.0
354,355,GHOSTBUSTERS ELF,2006,7,0.99,101,18.99,R,"Trailers,Deleted Scenes,Behind the Scenes",English             ,11.91,9,1,1.0
355,356,GIANT TROOPERS,2006,5,2.99,102,10.99,R,"Trailers,Commentaries",English             ,106.72,28,1,1.0
356,357,GILBERT PELICAN,2006,7,0.99,114,13.99,G,"Trailers,Commentaries",English             ,17.91,9,1,4.0
357,358,GILMORE BOILED,2006,5,0.99,163,29.99,R,"Trailers,Behind the Scenes",English             ,64.72,28,1,6.0
358,359,GLADIATOR WESTWARD,2006,6,4.99,173,20.99,PG,"Commentaries,Deleted Scenes",English             ,,0,1,6.0
359,360,GLASS DYING,2006,4,0.99,103,24.99,G,Trailers,English             ,43.86,14,1,4.0
360,361,GLEAMING JAWBREAKER,2006,5,2.99,89,25.99,NC-17,"Trailers,Commentaries",English             ,136.7,29,1,8.0
361,362,GLORY TRACY,2006,7,2.99,115,13.99,PG-13,"Trailers,Commentaries,Behind the Scenes",English             ,14.95,5,1,6.0
362,363,GO PURPLE,2006,3,0.99,54,12.99,R,Trailers,English             ,54.8,20,1,3.0
363,364,GODFATHER DIARY,2006,3,2.99,73,14.99,NC-17,Trailers,English             ,37.92,8,1,6.0
364,365,GOLD RIVER,2006,4,4.99,154,21.99,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,94.86,14,1,2.0
365,366,GOLDFINGER SENSIBILITY,2006,3,0.99,93,29.99,G,"Trailers,Commentaries,Behind the Scenes",English             ,81.76,24,1,4.0
366,367,GOLDMINE TYCOON,2006,6,0.99,153,20.99,R,"Trailers,Behind the Scenes",English             ,48.73,27,1,7.0
367,368,GONE TROUBLE,2006,7,2.99,84,20.99,R,"Deleted Scenes,Behind the Scenes",English             ,35.9,10,1,5.0
368,369,GOODFELLAS SALUTE,2006,4,4.99,56,22.99,PG,Deleted Scenes,English             ,209.69,31,1,8.0
369,370,GORGEOUS BINGO,2006,4,2.99,108,26.99,R,"Deleted Scenes,Behind the Scenes",English             ,105.81,19,1,7.0
370,371,GOSFORD DONNIE,2006,5,4.99,129,17.99,G,Commentaries,English             ,48.92,8,1,3.0
371,372,GRACELAND DYNAMITE,2006,5,4.99,140,26.99,R,"Trailers,Commentaries",English             ,37.94,6,1,6.0
372,373,GRADUATE LORD,2006,7,2.99,156,14.99,G,"Trailers,Behind the Scenes",English             ,52.84,16,1,2.0
373,374,GRAFFITI LOVE,2006,3,0.99,117,29.99,PG,"Trailers,Deleted Scenes",English             ,81.7,30,1,6.0
374,375,GRAIL FRANKENSTEIN,2006,4,2.99,85,17.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,52.9,10,1,5.0
375,376,GRAPES FURY,2006,4,0.99,155,20.99,G,"Commentaries,Behind the Scenes",English             ,56.77,22,1,5.0
376,377,GREASE YOUTH,2006,7,0.99,135,20.99,G,"Trailers,Deleted Scenes",English             ,28.79,21,1,3.0
377,378,GREATEST NORTH,2006,5,2.99,93,24.99,NC-17,"Trailers,Commentaries,Behind the Scenes",English             ,109.71,29,1,6.0
378,379,GREEDY ROOTS,2006,7,0.99,166,14.99,R,"Trailers,Commentaries,Deleted Scenes",English             ,15.86,14,1,8.0
379,380,GREEK EVERYONE,2006,7,2.99,176,11.99,PG,"Trailers,Deleted Scenes",English             ,55.83,17,1,4.0
380,381,GRINCH MASSAGE,2006,7,4.99,150,25.99,R,Trailers,English             ,76.86,14,1,6.0
381,382,GRIT CLOCKWORK,2006,3,0.99,137,21.99,PG,"Trailers,Deleted Scenes",English             ,110.68,32,1,3.0
382,383,GROOVE FICTION,2006,6,0.99,111,13.99,NC-17,Behind the Scenes,English             ,41.82,18,1,7.0
383,384,GROSSE WONDERFUL,2006,5,4.99,49,19.99,R,Behind the Scenes,English             ,46.92,8,1,4.0
384,385,GROUNDHOG UNCUT,2006,6,4.99,139,26.99,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,102.82,18,1,7.0
385,386,GUMP DATE,2006,3,4.99,53,12.99,NC-17,Deleted Scenes,English             ,,0,1,6.0
386,387,GUN BONNIE,2006,7,0.99,100,27.99,G,Behind the Scenes,English             ,37.75,25,1,5.0
387,388,GUNFIGHT MOON,2006,5,0.99,70,16.99,NC-17,"Deleted Scenes,Behind the Scenes",English             ,55.76,24,1,4.0
388,389,GUNFIGHTER MUSSOLINI,2006,3,2.99,127,9.99,PG-13,"Trailers,Commentaries",English             ,68.88,12,1,4.0
389,390,GUYS FALCON,2006,4,4.99,84,20.99,R,"Trailers,Commentaries,Behind the Scenes",English             ,57.91,9,1,5.0
390,391,HALF OUTFIELD,2006,6,2.99,146,25.99,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,91.75,26,1,6.0
391,392,HALL CASSIDY,2006,5,4.99,51,13.99,NC-17,"Commentaries,Behind the Scenes",English             ,98.84,16,1,5.0
392,393,HALLOWEEN NUTS,2006,6,2.99,47,19.99,PG-13,Deleted Scenes,English             ,35.9,10,1,7.0
393,394,HAMLET WISDOM,2006,7,2.99,146,21.99,R,"Trailers,Deleted Scenes",English             ,48.86,14,1,5.0
394,395,HANDICAP BOONDOCK,2006,4,0.99,108,28.99,R,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,63.72,28,1,7.0
395,396,HANGING DEEP,2006,5,4.99,62,18.99,G,"Trailers,Commentaries,Deleted Scenes",English             ,113.81,19,1,7.0
396,397,HANKY OCTOBER,2006,5,2.99,107,26.99,NC-17,"Trailers,Commentaries,Deleted Scenes",English             ,116.74,26,1,3.0
397,398,HANOVER GALAXY,2006,5,4.99,47,21.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,98.83,17,1,7.0
398,399,HAPPINESS UNITED,2006,6,2.99,100,23.99,G,Deleted Scenes,English             ,22.94,6,1,5.0
399,400,HARDLY ROBBERS,2006,7,2.99,72,15.99,R,"Trailers,Behind the Scenes",English             ,15.96,4,1,3.0
400,401,HAROLD FRENCH,2006,6,0.99,168,10.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,9.92,8,1,7.0
401,402,HARPER DYING,2006,3,0.99,52,15.99,G,Trailers,English             ,77.8,20,1,4.0
402,403,HARRY IDAHO,2006,5,4.99,121,18.99,PG-13,"Commentaries,Deleted Scenes",English             ,195.7,30,1,6.0
403,404,HATE HANDICAP,2006,4,0.99,107,26.99,PG,"Trailers,Commentaries,Behind the Scenes",English             ,,0,1,3.0
404,405,HAUNTED ANTITRUST,2006,6,4.99,76,13.99,NC-17,"Trailers,Deleted Scenes",English             ,31.94,6,1,5.0
405,406,HAUNTING PIANIST,2006,5,0.99,181,22.99,R,Behind the Scenes,English             ,52.78,22,1,5.0
406,407,HAWK CHILL,2006,5,0.99,47,12.99,PG-13,Behind the Scenes,English             ,15.93,7,1,7.0
407,408,HEAD STRANGER,2006,4,4.99,69,28.99,R,"Trailers,Commentaries",English             ,152.78,22,1,2.0
408,409,HEARTBREAKERS BRIGHT,2006,3,4.99,59,9.99,G,"Trailers,Deleted Scenes",English             ,132.8,20,1,5.0
409,410,HEAVEN FREEDOM,2006,7,2.99,48,19.99,PG,Commentaries,English             ,58.82,18,1,10.0
410,411,HEAVENLY GUN,2006,5,4.99,49,13.99,NC-17,Behind the Scenes,English             ,41.93,7,1,6.0
411,412,HEAVYWEIGHTS BEAST,2006,6,4.99,102,25.99,G,Deleted Scenes,English             ,129.77,23,1,5.0
412,413,HEDWIG ALTER,2006,7,2.99,169,16.99,NC-17,"Trailers,Commentaries,Behind the Scenes",English             ,37.88,12,1,4.0
413,414,HELLFIGHTERS SIERRA,2006,3,2.99,75,23.99,PG,"Deleted Scenes,Behind the Scenes",English             ,97.8,20,1,12.0
414,415,HIGH ENCINO,2006,3,2.99,84,23.99,R,"Trailers,Commentaries,Behind the Scenes",English             ,120.78,22,1,7.0
415,416,HIGHBALL POTTER,2006,6,0.99,110,10.99,R,Deleted Scenes,English             ,32.79,21,1,5.0
416,417,HILLS NEIGHBORS,2006,5,0.99,93,29.99,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,72.75,25,1,6.0
417,418,HOBBIT ALIEN,2006,5,0.99,157,27.99,PG-13,Commentaries,English             ,81.69,31,1,8.0
418,419,HOCUS FRIDA,2006,4,2.99,141,19.99,G,"Trailers,Deleted Scenes,Behind the Scenes",English             ,,0,1,3.0
419,420,HOLES BRANNIGAN,2006,7,4.99,128,27.99,PG,"Commentaries,Behind the Scenes",English             ,75.86,15,1,11.0
